"day","sensor_id","plot","position","gm.trt","daily_sm","doy"
2023-05-02,94232158,3,"W","weeded",0.4237250885625,122
2023-05-02,94232159,3,"NW","ambient",0.379775346354167,122
2023-05-02,94232163,5,"W","weeded",0.323276725020833,122
2023-05-02,94232164,5,"NW","ambient",0.357416678541667,122
2023-05-03,94232156,7,"NW","ambient",0.378107802770833,123
2023-05-03,94232157,7,"W","weeded",0.437832302958333,123
2023-05-03,94232158,3,"W","weeded",0.416950410333333,123
2023-05-03,94232159,3,"NW","ambient",0.377183399104167,123
2023-05-03,94232163,5,"W","weeded",0.321908647270833,123
2023-05-03,94232164,5,"NW","ambient",0.355569296479167,123
2023-05-04,94232156,7,"NW","ambient",0.375669863645833,124
2023-05-04,94232157,7,"W","weeded",0.431749911354167,124
2023-05-04,94232158,3,"W","weeded",0.4070391469375,124
2023-05-04,94232159,3,"NW","ambient",0.367769786645833,124
2023-05-04,94232163,5,"W","weeded",0.314105288416667,124
2023-05-04,94232164,5,"NW","ambient",0.348737829791667,124
2023-05-05,94232156,7,"NW","ambient",0.368996829104167,125
2023-05-05,94232157,7,"W","weeded",0.423298089395833,125
2023-05-05,94232158,3,"W","weeded",0.391278785104167,125
2023-05-05,94232159,3,"NW","ambient",0.352119209166667,125
2023-05-05,94232163,5,"W","weeded",0.308432476625,125
2023-05-05,94232164,5,"NW","ambient",0.3359912535,125
2023-05-06,94232156,7,"NW","ambient",0.3629873348125,126
2023-05-06,94232157,7,"W","weeded",0.4156054305625,126
2023-05-06,94232158,3,"W","weeded",0.378269943458333,126
2023-05-06,94232159,3,"NW","ambient",0.343458458645833,126
2023-05-06,94232163,5,"W","weeded",0.303384223541667,126
2023-05-06,94232164,5,"NW","ambient",0.325134532208333,126
2023-05-07,94232156,7,"NW","ambient",0.36082867525,127
2023-05-07,94232157,7,"W","weeded",0.4101871373125,127
2023-05-07,94232158,3,"W","weeded",0.3753694486875,127
2023-05-07,94232159,3,"NW","ambient",0.340632987895833,127
2023-05-07,94232163,5,"W","weeded",0.3012088748125,127
2023-05-07,94232164,5,"NW","ambient",0.322114370333333,127
2023-05-08,94232156,7,"NW","ambient",0.360192225416667,128
2023-05-08,94232157,7,"W","weeded",0.408410904958333,128
2023-05-08,94232158,3,"W","weeded",0.3800810035,128
2023-05-08,94232159,3,"NW","ambient",0.342659691645833,128
2023-05-08,94232163,5,"W","weeded",0.300094079125,128
2023-05-08,94232164,5,"NW","ambient",0.326816318416667,128
2023-05-09,94232156,7,"NW","ambient",0.3570956983125,129
2023-05-09,94232157,7,"W","weeded",0.399150403375,129
2023-05-09,94232158,3,"W","weeded",0.369907583208333,129
2023-05-09,94232159,3,"NW","ambient",0.337400679145833,129
2023-05-09,94232163,5,"W","weeded",0.29509444375,129
2023-05-09,94232164,5,"NW","ambient",0.317747102375,129
2023-05-10,94232156,7,"NW","ambient",0.353141419,130
2023-05-10,94232157,7,"W","weeded",0.388264879,130
2023-05-10,94232158,3,"W","weeded",0.357173109520833,130
2023-05-10,94232159,3,"NW","ambient",0.33059771925,130
2023-05-10,94232163,5,"W","weeded",0.288127241395833,130
2023-05-10,94232164,5,"NW","ambient",0.302718054375,130
2023-05-11,94232156,7,"NW","ambient",0.349748585958333,131
2023-05-11,94232157,7,"W","weeded",0.373855463458333,131
2023-05-11,94232158,3,"W","weeded",0.345368228145833,131
2023-05-11,94232159,3,"NW","ambient",0.321898335729167,131
2023-05-11,94232163,5,"W","weeded",0.280453658375,131
2023-05-11,94232164,5,"NW","ambient",0.285464894083333,131
2023-05-12,94232156,7,"NW","ambient",0.346340387229167,132
2023-05-12,94232157,7,"W","weeded",0.354063139166667,132
2023-05-12,94232158,3,"W","weeded",0.337730869020833,132
2023-05-12,94232159,3,"NW","ambient",0.311701250291667,132
2023-05-12,94232163,5,"W","weeded",0.270201519604167,132
2023-05-12,94232164,5,"NW","ambient",0.264320012625,132
2023-05-13,94232156,7,"NW","ambient",0.343273508625,133
2023-05-13,94232157,7,"W","weeded",0.343790536083333,133
2023-05-13,94232158,3,"W","weeded",0.338933551604167,133
2023-05-13,94232159,3,"NW","ambient",0.305058445645833,133
2023-05-13,94232163,5,"W","weeded",0.265998096583333,133
2023-05-13,94232164,5,"NW","ambient",0.255400904104167,133
2023-05-14,94232156,7,"NW","ambient",0.341287621354167,134
2023-05-14,94232157,7,"W","weeded",0.342545318854167,134
2023-05-14,94232158,3,"W","weeded",0.340333094020833,134
2023-05-14,94232159,3,"NW","ambient",0.308145543895833,134
2023-05-14,94232163,5,"W","weeded",0.260181365375,134
2023-05-14,94232164,5,"NW","ambient",0.263254418645833,134
2023-05-15,94232156,7,"NW","ambient",0.3359306413125,135
2023-05-15,94232157,7,"W","weeded",0.3286855703125,135
2023-05-15,94232158,3,"W","weeded",0.327375552604167,135
2023-05-15,94232159,3,"NW","ambient",0.296558986479167,135
2023-05-15,94232163,5,"W","weeded",0.244624462479167,135
2023-05-15,94232164,5,"NW","ambient",0.248625039520833,135
2023-05-16,94232156,7,"NW","ambient",0.330153421979167,136
2023-05-16,94232157,7,"W","weeded",0.318195116854167,136
2023-05-16,94232158,3,"W","weeded",0.320210561145833,136
2023-05-16,94232159,3,"NW","ambient",0.284380171583333,136
2023-05-16,94232163,5,"W","weeded",0.234672640354167,136
2023-05-16,94232164,5,"NW","ambient",0.232302341625,136
2023-05-17,94232156,7,"NW","ambient",0.323471094270833,137
2023-05-17,94232157,7,"W","weeded",0.296278463854167,137
2023-05-17,94232158,3,"W","weeded",0.312933697875,137
2023-05-17,94232159,3,"NW","ambient",0.268374004041667,137
2023-05-17,94232163,5,"W","weeded",0.224762030791667,137
2023-05-17,94232164,5,"NW","ambient",0.214787274708333,137
2023-05-18,94232156,7,"NW","ambient",0.317134003729167,138
2023-05-18,94232157,7,"W","weeded",0.284495363645833,138
2023-05-18,94232158,3,"W","weeded",0.296594959916667,138
2023-05-18,94232159,3,"NW","ambient",0.256924025020833,138
2023-05-18,94232163,5,"W","weeded",0.217635328375,138
2023-05-18,94232164,5,"NW","ambient",0.2020149521875,138
2023-05-19,94232156,7,"NW","ambient",0.3176259106875,139
2023-05-19,94232157,7,"W","weeded",0.302534243395833,139
2023-05-19,94232158,3,"W","weeded",0.323898641041667,139
2023-05-19,94232159,3,"NW","ambient",0.268511862625,139
2023-05-19,94232163,5,"W","weeded",0.2328175955,139
2023-05-19,94232164,5,"NW","ambient",0.233280962229167,139
2023-05-20,94232156,7,"NW","ambient",0.3618929341875,140
2023-05-20,94232157,7,"W","weeded",0.368452722291667,140
2023-05-20,94232158,3,"W","weeded",0.377651981520833,140
2023-05-20,94232159,3,"NW","ambient",0.342658871416667,140
2023-05-20,94232163,5,"W","weeded",0.289230358666667,140
2023-05-20,94232164,5,"NW","ambient",0.308849311541667,140
2023-05-21,94232156,7,"NW","ambient",0.3616094648125,141
2023-05-21,94232157,7,"W","weeded",0.369772101479167,141
2023-05-21,94232158,3,"W","weeded",0.364220942770833,141
2023-05-21,94232159,3,"NW","ambient",0.339378360916667,141
2023-05-21,94232163,5,"W","weeded",0.29436730775,141
2023-05-21,94232164,5,"NW","ambient",0.29893091425,141
2023-05-22,94232156,7,"NW","ambient",0.351599206708333,142
2023-05-22,94232157,7,"W","weeded",0.359589057083333,142
2023-05-22,94232158,3,"W","weeded",0.347221075104167,142
2023-05-22,94232159,3,"NW","ambient",0.323790118791667,142
2023-05-22,94232163,5,"W","weeded",0.282286517645833,142
2023-05-22,94232164,5,"NW","ambient",0.282351996208333,142
2023-05-23,94232156,7,"NW","ambient",0.345516087625,143
2023-05-23,94232157,7,"W","weeded",0.348892882395833,143
2023-05-23,94232158,3,"W","weeded",0.336711901666667,143
2023-05-23,94232159,3,"NW","ambient",0.310953822604167,143
2023-05-23,94232163,5,"W","weeded",0.271760583833333,143
2023-05-23,94232164,5,"NW","ambient",0.269516733145833,143
2023-05-24,94232156,7,"NW","ambient",0.340241348291667,144
2023-05-24,94232157,7,"W","weeded",0.33956417925,144
2023-05-24,94232158,3,"W","weeded",0.3286450594375,144
2023-05-24,94232159,3,"NW","ambient",0.297755215979167,144
2023-05-24,94232163,5,"W","weeded",0.260240799375,144
2023-05-24,94232164,5,"NW","ambient",0.257098918625,144
2023-05-25,94232156,7,"NW","ambient",0.333842813333333,145
2023-05-25,94232157,7,"W","weeded",0.328070320979167,145
2023-05-25,94232158,3,"W","weeded",0.3215162016875,145
2023-05-25,94232159,3,"NW","ambient",0.282620984145833,145
2023-05-25,94232163,5,"W","weeded",0.247200030125,145
2023-05-25,94232164,5,"NW","ambient",0.2417925028125,145
2023-05-26,94232156,7,"NW","ambient",0.327601301395833,146
2023-05-26,94232157,7,"W","weeded",0.310542675645833,146
2023-05-26,94232158,3,"W","weeded",0.3137935773125,146
2023-05-26,94232159,3,"NW","ambient",0.26412625725,146
2023-05-26,94232163,5,"W","weeded",0.236573721958333,146
2023-05-26,94232164,5,"NW","ambient",0.219944918666667,146
2023-05-27,94232156,7,"NW","ambient",0.3205342308125,147
2023-05-27,94232157,7,"W","weeded",0.2937965331875,147
2023-05-27,94232158,3,"W","weeded",0.3075791979375,147
2023-05-27,94232159,3,"NW","ambient",0.248680395416667,147
2023-05-27,94232163,5,"W","weeded",0.227738849916667,147
2023-05-27,94232164,5,"NW","ambient",0.205309703708333,147
2023-05-28,94232156,7,"NW","ambient",0.312920201458333,148
2023-05-28,94232157,7,"W","weeded",0.281402949520833,148
2023-05-28,94232158,3,"W","weeded",0.301712169729167,148
2023-05-28,94232159,3,"NW","ambient",0.230960100375,148
2023-05-28,94232163,5,"W","weeded",0.216796286729167,148
2023-05-28,94232164,5,"NW","ambient",0.190938150208333,148
2023-05-29,94232156,7,"NW","ambient",0.305203558416667,149
2023-05-29,94232157,7,"W","weeded",0.269394027041667,149
2023-05-29,94232158,3,"W","weeded",0.297244124916667,149
2023-05-29,94232159,3,"NW","ambient",0.2150594675,149
2023-05-29,94232163,5,"W","weeded",0.206265344166667,149
2023-05-29,94232164,5,"NW","ambient",0.1784816274375,149
2023-05-30,94232156,7,"NW","ambient",0.29538722525,150
2023-05-30,94232157,7,"W","weeded",0.257430990416667,150
2023-05-30,94232158,3,"W","weeded",0.288173125020833,150
2023-05-30,94232159,3,"NW","ambient",0.201048863875,150
2023-05-30,94232163,5,"W","weeded",0.197310706583333,150
2023-05-30,94232164,5,"NW","ambient",0.165266208291667,150
2023-05-31,94232156,7,"NW","ambient",0.285647541125,151
2023-05-31,94232157,7,"W","weeded",0.247813699604167,151
2023-05-31,94232158,3,"W","weeded",0.274893086854167,151
2023-05-31,94232159,3,"NW","ambient",0.189663495458333,151
2023-05-31,94232163,5,"W","weeded",0.187782428375,151
2023-05-31,94232164,5,"NW","ambient",0.155330134708333,151
2023-06-01,94232156,7,"NW","ambient",0.275254264854167,152
2023-06-01,94232157,7,"W","weeded",0.240157597645833,152
2023-06-01,94232158,3,"W","weeded",0.2627155399375,152
2023-06-01,94232159,3,"NW","ambient",0.180902674416667,152
2023-06-01,94232163,5,"W","weeded",0.17880431675,152
2023-06-01,94232164,5,"NW","ambient",0.146814503541667,152
2023-06-02,94232156,7,"NW","ambient",0.265234624916667,153
2023-06-02,94232157,7,"W","weeded",0.2289452305625,153
2023-06-02,94232158,3,"W","weeded",0.253251997125,153
2023-06-02,94232159,3,"NW","ambient",0.171435422583333,153
2023-06-02,94232163,5,"W","weeded",0.170562373229167,153
2023-06-02,94232164,5,"NW","ambient",0.137786125604167,153
2023-06-03,94232156,7,"NW","ambient",0.255996328708333,154
2023-06-03,94232157,7,"W","weeded",0.220258887479167,154
2023-06-03,94232158,3,"W","weeded",0.246411045729167,154
2023-06-03,94232159,3,"NW","ambient",0.1639902191875,154
2023-06-03,94232163,5,"W","weeded",0.163244945458333,154
2023-06-03,94232164,5,"NW","ambient",0.130325807666667,154
2023-06-04,94232156,7,"NW","ambient",0.245502397895833,155
2023-06-04,94232157,7,"W","weeded",0.211180934875,155
2023-06-04,94232158,3,"W","weeded",0.237327124895833,155
2023-06-04,94232159,3,"NW","ambient",0.156163572625,155
2023-06-04,94232163,5,"W","weeded",0.155431508020833,155
2023-06-04,94232164,5,"NW","ambient",0.122254431979167,155
2023-06-05,94232156,7,"NW","ambient",0.235114010645833,156
2023-06-05,94232157,7,"W","weeded",0.2057643423125,156
2023-06-05,94232158,3,"W","weeded",0.22969975175,156
2023-06-05,94232159,3,"NW","ambient",0.149689662583333,156
2023-06-05,94232163,5,"W","weeded",0.149192994395833,156
2023-06-05,94232164,5,"NW","ambient",0.116717662729167,156
2023-06-06,94232156,7,"NW","ambient",0.226462121708333,157
2023-06-06,94232157,7,"W","weeded",0.197684867854167,157
2023-06-06,94232158,3,"W","weeded",0.222265260083333,157
2023-06-06,94232159,3,"NW","ambient",0.144078467229167,157
2023-06-06,94232163,5,"W","weeded",0.144909932916667,157
2023-06-06,94232164,5,"NW","ambient",0.111232179166667,157
2023-06-07,94232156,7,"NW","ambient",0.218492264041667,158
2023-06-07,94232157,7,"W","weeded",0.1913543534375,158
2023-06-07,94232158,3,"W","weeded",0.21509463525,158
2023-06-07,94232159,3,"NW","ambient",0.1396532228125,158
2023-06-07,94232163,5,"W","weeded",0.141150059666667,158
2023-06-07,94232164,5,"NW","ambient",0.105436526270833,158
2023-06-08,94232156,7,"NW","ambient",0.2117450745625,159
2023-06-08,94232157,7,"W","weeded",0.1866991445,159
2023-06-08,94232158,3,"W","weeded",0.2096031225625,159
2023-06-08,94232159,3,"NW","ambient",0.135440951541667,159
2023-06-08,94232163,5,"W","weeded",0.137942957604167,159
2023-06-08,94232164,5,"NW","ambient",0.1011990729375,159
2023-06-09,94232156,7,"NW","ambient",0.2061912975625,160
2023-06-09,94232157,7,"W","weeded",0.1803657479375,160
2023-06-09,94232158,3,"W","weeded",0.2025379339375,160
2023-06-09,94232159,3,"NW","ambient",0.132510107666667,160
2023-06-09,94232163,5,"W","weeded",0.135774034458333,160
2023-06-09,94232164,5,"NW","ambient",0.0961811277291667,160
2023-06-10,94232156,7,"NW","ambient",0.201247317395833,161
2023-06-10,94232157,7,"W","weeded",0.177007527666667,161
2023-06-10,94232158,3,"W","weeded",0.198162036270833,161
2023-06-10,94232159,3,"NW","ambient",0.129661045458333,161
2023-06-10,94232163,5,"W","weeded",0.134290753458333,161
2023-06-10,94232164,5,"NW","ambient",0.0933877400416667,161
2023-06-11,94232156,7,"NW","ambient",0.195091578270833,162
2023-06-11,94232157,7,"W","weeded",0.171516013875,162
2023-06-11,94232158,3,"W","weeded",0.191683065833333,162
2023-06-11,94232159,3,"NW","ambient",0.126745727625,162
2023-06-11,94232163,5,"W","weeded",0.1321818815625,162
2023-06-11,94232164,5,"NW","ambient",0.0890482665625,162
2023-06-12,94232156,7,"NW","ambient",0.208792370354167,163
2023-06-12,94232157,7,"W","weeded",0.208226653875,163
2023-06-12,94232158,3,"W","weeded",0.205270251354167,163
2023-06-12,94232159,3,"NW","ambient",0.161602067083333,163
2023-06-12,94232163,5,"W","weeded",0.146982426770833,163
2023-06-12,94232164,5,"NW","ambient",0.125391655854167,163
2023-06-13,94232156,7,"NW","ambient",0.2305220209375,164
2023-06-13,94232157,7,"W","weeded",0.2160673056875,164
2023-06-13,94232158,3,"W","weeded",0.221584064833333,164
2023-06-13,94232159,3,"NW","ambient",0.1745324084375,164
2023-06-13,94232163,5,"W","weeded",0.166610089145833,164
2023-06-13,94232164,5,"NW","ambient",0.154004855145833,164
2023-06-14,94232156,7,"NW","ambient",0.341303399791667,165
2023-06-14,94232157,7,"W","weeded",0.319875879875,165
2023-06-14,94232158,3,"W","weeded",0.294926564125,165
2023-06-14,94232159,3,"NW","ambient",0.236328863520833,165
2023-06-14,94232163,5,"W","weeded",0.259124799979167,165
2023-06-14,94232164,5,"NW","ambient",0.207776061,165
2023-06-15,94232156,7,"NW","ambient",0.300598958104167,166
2023-06-15,94232157,7,"W","weeded",0.285524441479167,166
2023-06-15,94232158,3,"W","weeded",0.271679765145833,166
2023-06-15,94232159,3,"NW","ambient",0.215180153583333,166
2023-06-15,94232163,5,"W","weeded",0.24049916425,166
2023-06-15,94232164,5,"NW","ambient",0.179817497895833,166
2023-06-16,94232156,7,"NW","ambient",0.354936742895833,167
2023-06-16,94232157,7,"W","weeded",0.322951171125,167
2023-06-16,94232158,3,"W","weeded",0.311221391770833,167
2023-06-16,94232159,3,"NW","ambient",0.260465277,167
2023-06-16,94232163,5,"W","weeded",0.270987186,167
2023-06-16,94232164,5,"NW","ambient",0.211636249520833,167
2023-06-17,94232156,7,"NW","ambient",0.327266149395833,168
2023-06-17,94232157,7,"W","weeded",0.299383657833333,168
2023-06-17,94232158,3,"W","weeded",0.287442922645833,168
2023-06-17,94232159,3,"NW","ambient",0.2388141015,168
2023-06-17,94232163,5,"W","weeded",0.2528954181875,168
2023-06-17,94232164,5,"NW","ambient",0.192348212583333,168
2023-06-18,94232156,7,"NW","ambient",0.315068551666667,169
2023-06-18,94232157,7,"W","weeded",0.292502684145833,169
2023-06-18,94232158,3,"W","weeded",0.277192849375,169
2023-06-18,94232159,3,"NW","ambient",0.2261981815,169
2023-06-18,94232163,5,"W","weeded",0.244312446895833,169
2023-06-18,94232164,5,"NW","ambient",0.181903547791667,169
2023-06-19,94232156,7,"NW","ambient",0.306043060333333,170
2023-06-19,94232157,7,"W","weeded",0.284528428895833,170
2023-06-19,94232158,3,"W","weeded",0.269290609229167,170
2023-06-19,94232159,3,"NW","ambient",0.214112940895833,170
2023-06-19,94232163,5,"W","weeded",0.234419766520833,170
2023-06-19,94232164,5,"NW","ambient",0.173804081104167,170
2023-06-20,94232156,7,"NW","ambient",0.2976582405625,171
2023-06-20,94232157,7,"W","weeded",0.275878631020833,171
2023-06-20,94232158,3,"W","weeded",0.2637617391875,171
2023-06-20,94232159,3,"NW","ambient",0.2017493676875,171
2023-06-20,94232163,5,"W","weeded",0.224163657979167,171
2023-06-20,94232164,5,"NW","ambient",0.165185007541667,171
2023-06-21,94232156,7,"NW","ambient",0.287080822583333,172
2023-06-21,94232157,7,"W","weeded",0.267153194145833,172
2023-06-21,94232158,3,"W","weeded",0.2585054235625,172
2023-06-21,94232159,3,"NW","ambient",0.1905792545,172
2023-06-21,94232163,5,"W","weeded",0.210725822145833,172
2023-06-21,94232164,5,"NW","ambient",0.1563691171875,172
2023-06-22,94232156,7,"NW","ambient",0.287461320854167,173
2023-06-22,94232157,7,"W","weeded",0.2652701014375,173
2023-06-22,94232158,3,"W","weeded",0.2687056765625,173
2023-06-22,94232159,3,"NW","ambient",0.194209893416667,173
2023-06-22,94232163,5,"W","weeded",0.204819517104167,173
2023-06-22,94232164,5,"NW","ambient",0.160034156229167,173
2023-06-23,94232156,7,"NW","ambient",0.292804978541667,174
2023-06-23,94232157,7,"W","weeded",0.273125583895833,174
2023-06-23,94232158,3,"W","weeded",0.2903880168125,174
2023-06-23,94232159,3,"NW","ambient",0.219210632145833,174
2023-06-23,94232163,5,"W","weeded",0.206110766541667,174
2023-06-23,94232164,5,"NW","ambient",0.201714216229167,174
2023-06-24,94232156,7,"NW","ambient",0.284854990729167,175
2023-06-24,94232157,7,"W","weeded",0.268221733979167,175
2023-06-24,94232158,3,"W","weeded",0.281564953229167,175
2023-06-24,94232159,3,"NW","ambient",0.213674329125,175
2023-06-24,94232163,5,"W","weeded",0.201326309,175
2023-06-24,94232164,5,"NW","ambient",0.196477755416667,175
2023-06-25,94232156,7,"NW","ambient",0.276041968895833,176
2023-06-25,94232157,7,"W","weeded",0.261186776604167,176
2023-06-25,94232158,3,"W","weeded",0.273463348416667,176
2023-06-25,94232159,3,"NW","ambient",0.20353551625,176
2023-06-25,94232163,5,"W","weeded",0.193257826041667,176
2023-06-25,94232164,5,"NW","ambient",0.190007734854167,176
2023-06-26,94232156,7,"NW","ambient",0.298272632833333,177
2023-06-26,94232157,7,"W","weeded",0.2870249608125,177
2023-06-26,94232158,3,"W","weeded",0.290368321479167,177
2023-06-26,94232159,3,"NW","ambient",0.212464805833333,177
2023-06-26,94232163,5,"W","weeded",0.208630840520833,177
2023-06-26,94232164,5,"NW","ambient",0.206943739104167,177
2023-06-27,94232156,7,"NW","ambient",0.35193595525,178
2023-06-27,94232157,7,"W","weeded",0.3317091935625,178
2023-06-27,94232158,3,"W","weeded",0.324714338104167,178
2023-06-27,94232159,3,"NW","ambient",0.2740281358125,178
2023-06-27,94232163,5,"W","weeded",0.276375563625,178
2023-06-27,94232164,5,"NW","ambient",0.245059406020833,178
2023-06-28,94232156,7,"NW","ambient",0.348294962666667,179
2023-06-28,94232157,7,"W","weeded",0.322169021729167,179
2023-06-28,94232158,3,"W","weeded",0.315940338333333,179
2023-06-28,94232159,3,"NW","ambient",0.268075019854167,179
2023-06-28,94232163,5,"W","weeded",0.2711832228125,179
2023-06-28,94232164,5,"NW","ambient",0.23889287375,179
2023-06-29,94232156,7,"NW","ambient",0.33392430325,180
2023-06-29,94232157,7,"W","weeded",0.3100041655625,180
2023-06-29,94232158,3,"W","weeded",0.296350244875,180
2023-06-29,94232159,3,"NW","ambient",0.248630702854167,180
2023-06-29,94232163,5,"W","weeded",0.257245622020833,180
2023-06-29,94232164,5,"NW","ambient",0.218773218208333,180
2023-06-30,94232156,7,"NW","ambient",0.325899952041667,181
2023-06-30,94232157,7,"W","weeded",0.302769326958333,181
2023-06-30,94232158,3,"W","weeded",0.288503391354167,181
2023-06-30,94232159,3,"NW","ambient",0.228360824729167,181
2023-06-30,94232163,5,"W","weeded",0.247945131916667,181
2023-06-30,94232164,5,"NW","ambient",0.2084040190625,181
